date,no,league,lgc,lam,xg_h,xg_a,shot_h,shot_a,sot_h,sot_a,cor_h,cor_a,big_h,big_a,inj_h,inj_a,temp,rain,rank_gap,h2h_edge,xg_diff,shot_diff,sot_diff,cor_diff,big_diff,inj_diff,act,act_dir,act_htft,act_balls,act_h,act_a,act_hh,act_ha,v11_dir_hit,v11_score_hit,v11_ht_hit,v11_ou_hit
2026-09-04,008,德甲,lg-bundes,2.8,,,,,,,,,,,,,28.0,,16.0,0.292,,,,,,,4-1（1-0）,主胜,胜胜,5,4,1,1.0,0.0,no,no,ok,no
2026-09-04,009,意甲,lg-sa,2.3,,,,,,,,,,,,,26.0,,13.0,-0.333,,,,,,,1-4（1-3）,客胜,负负,5,1,4,1.0,3.0,ok,no,ok,no
2026-09-04,010,英超,lg-eng,3.3,,,,,,,,,,,,,18.0,,8.0,-1.0,,,,,,,0-2（0-2）,客胜,负负,2,0,2,0.0,2.0,ok,no,ok,no
2026-09-04,011,西甲,lg-laliga,3.5,,,,,,,,,,,,,33.0,,2.0,-0.357,,,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,no,no,no,no
2026-09-04,012,法甲,lg-ligue1,3.6,,,,,,,,,,,,,23.0,,8.0,0.289,,,,,,,1-2（1-0）,客胜,胜负,3,1,2,1.0,0.0,no,no,no,ok
2026-09-04,013,葡超,lg-prime,3.0,,,,,,,,,,,,,25.0,,4.0,0.667,,,,,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,ok,ok,ok,ok
2026-09-05,001,日职,lg-j1,2.6,1.39,0.71,16.0,10.0,,,,,,,0.0,0.0,27.0,,,0.118,0.6799999999999999,6.0,,,,0.0,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,ok
2026-09-05,002,日乙,lg-j2,2.4,,,,,,,,,,,0.0,0.0,2.0,,,0.045,,,,,,0.0,1-2（0-2）,客胜,负负,3,1,2,0.0,2.0,no,no,no,ok
2026-09-05,003,韩职,lg-k1,2.5,,,12.0,5.0,5.0,1.0,,,,,0.0,0.0,26.0,,,-0.135,,7.0,4.0,,,0.0,0-0（0-0）,平,平平,0,0,0,0.0,0.0,no,no,no,no
2026-09-05,004,英超,lg-eng,2.0,0.66,1.5,8.0,17.0,,,,,,,,,17.0,,,0.0,-0.84,-9.0,,,,,2-2（1-2）,平,负平,4,2,2,1.0,2.0,ok,no,no,no
2026-09-05,005,英冠,lg-champ,2.4,2.27,0.77,19.0,16.0,,,,,,,,,19.0,,16.0,,1.5,3.0,,,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,ok,ok,no,ok
2026-09-05,006,意甲,lg-sa,1.6,1.57,0.63,14.0,7.0,,,,,,,,,31.0,,4.0,0.194,0.9400000000000001,7.0,,,,,1-2（0-0）,客胜,平负,3,1,2,0.0,0.0,no,no,no,no
2026-09-05,007,德甲,lg-bundes,3.0,2.02,2.35,25.0,14.0,,,,,,,,,21.0,,9.0,,-0.33000000000000007,11.0,,,,,3-4（2-1）,客胜,胜负,7,3,4,2.0,1.0,no,no,no,no
2026-09-05,008,德甲,lg-bundes,2.8,0.83,1.56,12.0,19.0,,,,,,,,,18.0,,12.0,-0.5,-0.7300000000000001,-7.0,,,,,3-1（1-0）,主胜,胜胜,4,3,1,1.0,0.0,no,no,no,ok
2026-09-05,009,德甲,lg-bundes,3.5,0.72,1.29,14.0,16.0,,,,,,,,,18.0,,10.0,0.0,-0.5700000000000001,-2.0,,,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,ok,no,ok,no
2026-09-05,010,德甲,lg-bundes,2.9,1.17,2.02,18.0,11.0,,,,,,,,,24.0,,,-0.265,-0.8500000000000001,7.0,,,,,2-3（1-0）,客胜,胜负,5,2,3,1.0,0.0,ok,no,no,no
2026-09-05,011,德甲,lg-bundes,2.7,2.93,0.41,21.0,5.0,,,,,,,,,21.0,,,0.438,2.52,16.0,,,,,4-0（2-0）,主胜,胜胜,4,4,0,2.0,0.0,ok,no,ok,no
2026-09-05,012,英超,lg-eng,2.8,0.65,1.57,12.0,12.0,,,,,,,,,20.0,,,0.0,-0.92,0.0,,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,no,no,ok,no
2026-09-05,013,英超,lg-eng,3.3,1.81,1.21,15.0,12.0,,,,,,,,,18.0,,,,0.6000000000000001,3.0,,,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,ok,no,ok,no
2026-09-05,014,英超,lg-eng,2.9,1.25,1.94,12.0,14.0,,,,,,,,,22.0,,1.0,0.25,-0.69,-2.0,,,,,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,ok
2026-09-05,015,英超,lg-eng,2.6,3.13,1.97,25.0,10.0,,,,,,,,,22.0,,1.0,-0.118,1.16,15.0,,,,,2-3（2-1）,客胜,胜负,5,2,3,2.0,1.0,no,no,no,no
2026-09-05,016,西甲,lg-laliga,2.6,1.35,0.86,11.0,15.0,,,,,,,,,29.0,,,-0.316,0.4900000000000001,-4.0,,,,,3-0（0-0）,主胜,平胜,3,3,0,0.0,0.0,no,no,no,no
2026-09-05,017,法甲,lg-ligue1,2.8,1.01,1.51,17.0,8.0,6.0,3.0,,,,,,,22.0,,4.0,-0.048,-0.5,9.0,3.0,,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,no,no,no,no
2026-09-05,018,意甲,lg-sa,2.8,3.19,2.24,29.0,16.0,8.0,7.0,,,,,,,34.0,,7.0,-0.026,0.9499999999999997,13.0,1.0,,,,3-2（0-0）,主胜,平胜,5,3,2,0.0,0.0,ok,no,ok,no
2026-09-05,019,挪超,lg-nor,3.2,1.88,1.33,23.0,8.0,3.0,4.0,,,,,,,12.0,,3.0,0.269,0.5499999999999998,15.0,-1.0,,,,1-2（0-2）,客胜,负负,3,1,2,0.0,2.0,no,no,no,ok
2026-09-05,020,英超,lg-eng,2.0,0.58,1.74,11.0,13.0,4.0,1.0,,,,,,,20.0,,,-0.25,-1.1600000000000001,-2.0,3.0,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,no
2026-09-05,021,德甲,lg-bundes,3.6,0.21,2.1,4.0,15.0,1.0,5.0,,,,,,,20.0,,26.0,-0.71,-1.8900000000000001,-11.0,-4.0,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,no,no,no,
2026-09-05,022,西甲,lg-laliga,2.4,1.5,0.83,16.0,10.0,10.0,5.0,,,,,,,35.0,,5.0,0.5,0.67,6.0,5.0,,,,3-2（2-2）,主胜,平胜,5,3,2,2.0,2.0,ok,no,ok,no
2026-09-05,023,葡超,lg-prime,3.1,0.13,1.3,6.0,11.0,1.0,6.0,,,,,,,25.0,,82.0,-0.719,-1.17,-5.0,-5.0,,,,0-3（0-1）,客胜,负负,3,0,3,0.0,1.0,ok,ok,ok,ok
2026-09-05,028,西甲,lg-laliga,2.7,1.14,0.79,17.0,8.0,5.0,3.0,,,,,,,27.0,,35.0,0.091,0.34999999999999987,9.0,2.0,,,,2-3（1-1）,客胜,平负,5,2,3,1.0,1.0,no,no,no,
2026-09-05,029,巴甲,lg-bras,2.1,1.65,2.36,24.0,11.0,10.0,5.0,,,,,,,21.0,,35.0,-0.118,-0.71,13.0,5.0,,,,2-3（2-2）,客胜,平负,5,2,3,2.0,2.0,ok,no,ok,no
2026-09-05,024,沙特联,lg-spl,3.5,1.8,1.75,15.0,16.0,3.0,8.0,,,,,,,33.0,,8.0,-0.107,0.050000000000000044,-1.0,-5.0,,,,2-1（2-1）,主胜,胜胜,3,2,1,2.0,1.0,no,no,no,ok
2026-09-05,025,荷甲,lg-ered,4.8,1.99,2.55,19.0,13.0,6.0,5.0,,,,,,,17.0,,1.0,0.051,-0.5599999999999998,6.0,1.0,,,,1-3（1-2）,客胜,负负,4,1,3,1.0,2.0,no,no,no,ok
2026-09-05,026,意甲,lg-sa,2.8,3.24,0.78,39.0,6.0,10.0,2.0,,,,,,,27.0,,,-0.129,2.46,33.0,8.0,,,,2-1（0-0）,主胜,平胜,3,2,1,0.0,0.0,no,no,no,ok
2026-09-05,027,法甲,lg-ligue1,2.3,1.58,2.4,16.0,19.0,4.0,9.0,,,,,,,17.0,,35.0,-0.381,-0.8199999999999998,-3.0,-5.0,,,,1-2（0-1）,客胜,负负,3,1,2,0.0,1.0,ok,ok,ok,ok
2026-09-06,001,日职,lg-j1,,1.12,0.74,17.0,11.0,3.0,3.0,,,,,,,7.0,,3.0,0.073,0.3800000000000001,6.0,0.0,,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,no,no,no,ok
2026-09-06,002,日职,lg-j1,2.75,0.9,3.2,12.0,12.0,1.0,5.0,,,,,,,4.0,,,-0.375,-2.3000000000000003,0.0,-4.0,,,,1-3（0-1）,客胜,负负,4,1,3,0.0,1.0,ok,no,ok,ok
2026-09-06,003,韩职,lg-k1,2.2,,,4.0,11.0,0.0,4.0,,,,,,,8.0,,,-0.059,,-7.0,-4.0,,,,0-3（0-1）,客胜,负负,3,0,3,0.0,1.0,no,no,no,ok
2026-09-06,004,韩职,lg-k1,1.75,,,5.0,3.0,2.0,2.0,,,,,,,0.0,,,0.069,,2.0,0.0,,,,2-2（1-0）,平,胜平,4,2,2,1.0,0.0,ok,no,no,no
2026-09-06,005,日职,lg-j1,2.5,2.4,0.93,19.0,9.0,6.0,3.0,,,,,,,6.0,,,0.286,1.4699999999999998,10.0,3.0,,,,2-0（0-0）,主胜,平胜,2,2,0,0.0,0.0,no,no,no,ok
2026-09-06,006,英冠,lg-champ,2.7,1.47,2.03,15.0,9.0,6.0,4.0,,,,,,,1.0,,2.0,-0.286,-0.5599999999999998,6.0,2.0,,,,2-2（2-2）,平,平平,4,2,2,2.0,2.0,ok,no,ok,no
2026-09-06,007,荷甲,lg-ered,3.8,1.52,1.51,14.0,15.0,5.0,8.0,,,,,,,20.0,,,-0.205,0.010000000000000009,-1.0,-3.0,,,,2-3（2-1）,客胜,胜负,5,2,3,2.0,1.0,ok,no,ok,no
2026-09-06,008,英超,lg-eng,2.7,1.01,0.72,18.0,14.0,6.0,3.0,,,,,,,0.0,,,-0.342,0.29000000000000004,4.0,3.0,,,,2-2（0-0）,平,平平,4,2,2,0.0,0.0,ok,no,ok,no
2026-09-06,009,意甲,lg-sa,2.0,1.74,2.18,13.0,15.0,8.0,4.0,,,,,,,3.0,,8.0,0.182,-0.44000000000000017,-2.0,4.0,,,,3-2（2-0）,主胜,胜胜,5,3,2,2.0,0.0,ok,no,ok,no
2026-09-06,010,意甲,lg-sa,1.6,0.7,1.7,7.0,16.0,3.0,5.0,,,,,,,4.0,,,0.25,-1.0,-9.0,-2.0,,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,ok,ok,no,no
2026-09-06,011,法甲,lg-ligue1,2.2,2.81,3.15,27.0,19.0,6.0,12.0,,,,,,,9.0,,2.0,0.125,-0.33999999999999986,8.0,-6.0,,,,2-6（1-2）,客胜,负负,8,2,6,1.0,2.0,no,no,no,no
2026-09-06,012,德甲,lg-bundes,1.6,0.19,2.98,8.0,17.0,1.0,8.0,,,,,,,19.0,,,0.0,-2.79,-9.0,-7.0,,,,0-5（0-2）,客胜,负负,5,0,5,0.0,2.0,no,no,no,no
2026-09-07,002,西甲,lg-laliga,2.0,0.81,0.96,10.0,16.0,2.0,3.0,3.0,5.0,,,,,37.0,,,0.115,-0.1499999999999999,-6.0,-1.0,-2.0,,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,ok,ok,ok,ok
2026-09-07,003,瑞超,lg-swe,2.3,1.23,0.78,20.0,13.0,6.0,3.0,9.0,3.0,,,,,20.0,,1.0,0.286,0.44999999999999996,7.0,3.0,6.0,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,ok,ok,no
2026-09-07,004,瑞超,lg-swe,2.6,1.51,0.28,13.0,6.0,1.0,2.0,3.0,6.0,,,,,17.0,,10.0,-0.333,1.23,7.0,-1.0,-3.0,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,ok,ok,no
2026-09-07,001,意甲,lg-sa,2.2,1.36,0.41,20.0,10.0,9.0,3.0,7.0,5.0,,,,,30.0,,,0.083,0.9500000000000002,10.0,6.0,2.0,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,ok,ok,ok,no
2026-09-07,005,沙特联,lg-spl,2.8,1.74,1.08,20.0,11.0,5.0,4.0,,,,,,,36.0,,3.0,1.0,0.6599999999999999,9.0,1.0,,,,0-2（0-2）,客胜,负负,2,0,2,0.0,2.0,no,no,no,ok
2026-09-07,006,意甲,lg-sa,2.6,0.85,1.83,10.0,19.0,6.0,6.0,,,,,,,25.0,,2.0,-0.324,-0.9800000000000001,-9.0,0.0,,,,1-2（0-0）,客胜,平负,3,1,2,0.0,0.0,no,no,no,ok
2026-09-07,007,葡超,lg-prime,2.8,0.86,1.07,18.0,12.0,8.0,2.0,,,,,,,22.0,,12.0,0.038,-0.21000000000000008,6.0,6.0,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,no,no,no,no
2026-09-07,008,西甲,lg-laliga,1.9,2.47,0.58,20.0,13.0,10.0,6.0,,,,,,,29.0,,5.0,-0.667,1.8900000000000001,7.0,4.0,,,,2-3（0-2）,客胜,负负,5,2,3,0.0,2.0,ok,no,ok,no
2026-09-07,009,巴甲,lg-bras,2.3,1.67,0.45,20.0,11.0,6.0,5.0,,,,,,,26.0,,22.0,-0.474,1.22,9.0,1.0,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,no,no,no,no
2026-09-09,001,韩职,lg-k1,,,,10.0,10.0,4.0,4.0,5.0,3.0,,,,,20.0,,9.0,,,0.0,0.0,2.0,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,ok,ok,ok,ok
2026-09-09,002,沙职,lg-spl,,1.97,0.5,14.0,8.0,5.0,3.0,5.0,5.0,,,,,41.0,,0.0,,1.47,6.0,2.0,0.0,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,ok,ok,ok,ok
2026-09-09,003,欧冠,lg-ucl,,1.63,0.51,24.0,4.0,9.0,2.0,4.0,1.0,,,,,22.0,,5.0,,1.1199999999999999,20.0,7.0,3.0,,,5-1（2-0）,主胜,胜胜,6,5,1,2.0,0.0,ok,no,ok,no
2026-09-09,004,欧冠,lg-ucl,,1.82,0.74,17.0,9.0,3.0,3.0,3.0,5.0,,,,,18.0,,,,1.08,8.0,0.0,-2.0,,,3-1（3-1）,主胜,胜胜,4,3,1,3.0,1.0,ok,ok,ok,ok
2026-09-09,005,荷甲,lg-ered,,2.52,0.2,22.0,3.0,8.0,2.0,9.0,2.0,,,,,16.0,,0.0,,2.32,19.0,6.0,7.0,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,no,ok,no
2026-09-09,006,欧冠,lg-ucl,,1.75,1.23,8.0,10.0,5.0,3.0,1.0,4.0,,,,,20.0,,0.0,,0.52,-2.0,2.0,-3.0,,,3-1（1-1）,主胜,平胜,4,3,1,1.0,1.0,ok,ok,ok,ok
2026-09-09,007,欧冠,lg-ucl,,0.22,4.05,5.0,26.0,3.0,8.0,0.0,6.0,,,,,26.0,,,,-3.8299999999999996,-21.0,-5.0,-6.0,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,ok,ok,no
2026-09-09,008,欧冠,lg-ucl,,1.62,0.91,14.0,9.0,5.0,4.0,7.0,5.0,,,,,14.0,,,,0.7100000000000001,5.0,1.0,2.0,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,ok,ok,ok,ok
2026-09-09,009,欧冠,lg-ucl,,4.71,0.64,35.0,9.0,14.0,4.0,7.0,2.0,,,,,17.0,,,,4.07,26.0,10.0,5.0,,,6-1（3-0）,主胜,胜胜,7,6,1,3.0,0.0,ok,no,ok,no
2026-09-09,010,英冠,lg-champ,,0.6,0.73,9.0,15.0,0.0,2.0,5.0,12.0,,,,,17.0,,0.0,0.0,-0.13,-6.0,-2.0,-7.0,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,no
2026-09-09,011,英联赛杯,lg-eflcup,,2.4,2.39,16.0,18.0,8.0,6.0,3.0,5.0,,,,,17.0,,0.0,0.6,0.009999999999999787,-2.0,2.0,-2.0,,,6-3（0-1）,主胜,负胜,9,6,3,0.0,1.0,ok,no,no,no
2026-09-09,012,葡超,lg-prime,,0.39,2.99,8.0,21.0,1.0,9.0,3.0,7.0,,,,,21.0,,5.0,-0.2,-2.6,-13.0,-8.0,-4.0,,,0-4（0-1）,客胜,负负,4,0,4,0.0,1.0,ok,no,ok,ok
2026-09-09,013,解放者杯,lg-copaLib,,3.12,0.47,28.0,6.0,7.0,1.0,10.0,1.0,,,,,20.0,,,,2.6500000000000004,22.0,6.0,9.0,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,ok,ok,ok,ok
2026-09-09,014,解放者杯,lg-copaLib,,0.86,0.69,14.0,7.0,6.0,3.0,5.0,1.0,,,,,13.0,,0.0,0.0,0.17000000000000004,7.0,3.0,4.0,,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,ok,ok,no,ok
2026-09-09,015,美职,lg-mls,,0.83,1.37,10.0,20.0,3.0,7.0,2.0,5.0,,,,,20.0,0.0,0.0,,-0.5400000000000001,-10.0,-4.0,-3.0,,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,ok,ok,ok,no
2026-09-10,001,欧冠,lg-ucl,,1.64,0.53,11.0,8.0,5.0,3.0,1.0,3.0,,,,,24.0,,0.0,,1.1099999999999999,3.0,2.0,-2.0,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,ok,ok,ok,ok
2026-09-10,002,欧冠,lg-ucl,2.7,2.98,1.36,14.0,14.0,6.0,4.0,1.0,5.0,,,,,17.0,,0.0,,1.6199999999999999,0.0,2.0,-4.0,,,4-1（2-0）,主胜,胜胜,5,4,1,2.0,0.0,ok,no,ok,no
2026-09-10,003,欧冠,lg-ucl,3.95,2.61,0.3,25.0,3.0,12.0,0.0,6.0,3.0,,,,,14.0,,,,2.31,22.0,12.0,3.0,,,5-0（0-0）,主胜,平胜,5,5,0,0.0,0.0,ok,no,ok,ok
2026-09-10,004,欧冠,lg-ucl,2.8,2.09,1.78,18.0,26.0,5.0,8.0,6.0,9.0,,,,,15.0,,0.0,,0.30999999999999983,-8.0,-3.0,-3.0,,,2-3（0-0）,客胜,平负,5,2,3,0.0,0.0,no,no,no,no
2026-09-10,005,欧冠,lg-ucl,3.7,3.54,0.84,21.0,11.0,10.0,0.0,7.0,2.0,,,,,16.0,,,,2.7,10.0,10.0,5.0,,,4-0（3-0）,主胜,胜胜,4,4,0,3.0,0.0,ok,no,ok,ok
2026-09-10,006,葡超,lg-prime,,0.57,0.61,9.0,9.0,5.0,4.0,5.0,9.0,,,,,18.0,,,,-0.040000000000000036,0.0,1.0,-4.0,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,no,no,no,ok
2026-09-10,007,解放者杯,lg-copaLib,3.95,1.02,0.98,18.0,4.0,3.0,2.0,10.0,3.0,,,,,16.0,,,0.167,0.040000000000000036,14.0,1.0,7.0,,,0-2（0-0）,客胜,平负,2,0,2,0.0,0.0,no,no,no,ok
2026-09-11,001,日职,lg-j1,,2.12,2.98,15.0,19.0,5.0,6.0,7.0,5.0,,,,,24.0,,5.0,,-0.8599999999999999,-4.0,-1.0,2.0,,,2-3（2-0）,客胜,胜负,5,2,3,2.0,0.0,no,no,no,
2026-09-11,002,沙职,lg-spl,,1.09,1.27,10.0,12.0,,,,,,,,,40.0,,17.0,,-0.17999999999999994,-2.0,,,,,1-3（0-2）,客胜,负负,4,1,3,0.0,2.0,ok,no,ok,
2026-09-11,003,德乙,lg-bundes2,,2.13,1.16,26.0,9.0,,,,,,,,,21.0,,13.0,,0.97,17.0,,,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,ok,ok,no,
2026-09-11,004,瑞超,lg-swe,2.3,1.15,0.9,16.0,10.0,,,,,,,,,15.0,,12.0,,0.2499999999999999,6.0,,,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,no,no,no,
2026-09-11,005,荷甲,lg-ered,3.6,2.48,0.93,22.0,8.0,,,,,,,,,17.0,,1.0,,1.5499999999999998,14.0,,,,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,no,no,no,
2026-09-11,006,荷乙,lg-eers,,,,12.0,17.0,,,,,,,,,18.0,,5.0,,,-5.0,,,,,0-4（0-0）,客胜,平负,4,0,4,0.0,0.0,no,no,no,
2026-09-11,007,德甲,lg-bundes,,2.03,2.45,21.0,19.0,,,,,,,,,17.0,,,,-0.4200000000000004,2.0,,,,,1-3（0-1）,客胜,负负,4,1,3,0.0,1.0,no,no,no,
2026-09-11,008,意甲,lg-sa,,0.58,3.36,10.0,19.0,,,,,,,,,22.0,,,0.4,-2.78,-9.0,,,,,2-4（1-2）,客胜,负负,6,2,4,1.0,2.0,ok,no,ok,
2026-09-11,009,法甲,lg-ligue1,,1.85,0.95,20.0,13.0,,,,,,,,,19.0,,5.0,,0.9000000000000001,7.0,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,no,no,
2026-09-11,010,英冠,lg-champ,,2.51,0.39,19.0,8.0,,,,,,,,,20.0,,14.0,,2.1199999999999997,11.0,,,,,6-0（2-0）,主胜,胜胜,6,6,0,2.0,0.0,ok,no,ok,
2026-09-11,011,西甲,lg-laliga,,1.2,0.08,13.0,3.0,,,,,,,,,32.0,,20.0,,1.1199999999999999,10.0,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,no,ok,
2026-09-11,012,巴甲,lg-bras,3.5,,,,,,,,,,,,,18.0,,7.0,,,,,,,,3-3（1-2）,平,负平,6,3,3,1.0,2.0,ok,no,no,
2026-09-13,001,日职,lg-j1,2.5,1.42,1.66,22.0,8.0,6.0,5.0,9.0,1.0,3.0,3.0,0.0,0.0,25.0,,,,-0.24,14.0,1.0,8.0,0.0,0.0,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,ok
2026-09-13,002,日乙,lg-j2,3.55,,,,,,,,,,,0.0,0.0,24.0,0.0,,,,,,,,0.0,1-1（1-1）,平,平平,2,1,1,1.0,1.0,no,no,no,no
2026-09-13,003,西甲,lg-laliga,2.4,1.78,0.48,17.0,12.0,5.0,2.0,1.0,5.0,2.0,0.0,,,33.0,0.0,2.0,-0.167,1.3,5.0,3.0,-4.0,2.0,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,ok,ok,no,ok
2026-09-13,004,瑞超,lg-swe,3.0,1.91,0.51,17.0,8.0,8.0,2.0,6.0,4.0,1.0,0.0,,,17.0,4.0,15.0,0.095,1.4,9.0,6.0,2.0,1.0,,3-1（2-1）,主胜,胜胜,4,3,1,2.0,1.0,ok,ok,ok,ok
2026-09-13,005,芬超,lg-fin,2.7,,,14.0,14.0,2.0,2.0,7.0,4.0,1.0,1.0,,,13.0,73.0,,-0.155,,0.0,0.0,3.0,0.0,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,no
2026-09-13,006,荷甲,lg-ered,2.7,1.54,0.71,23.0,12.0,6.0,2.0,8.0,6.0,2.0,0.0,,,19.0,7.0,12.0,1.0,0.8300000000000001,11.0,4.0,2.0,2.0,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,no
2026-09-13,007,意甲,lg-sa,2.3,1.08,2.79,,,,,4.0,6.0,4.0,6.0,,,27.0,0.0,14.0,0.3,-1.71,,,-2.0,-2.0,,3-2（3-1）,主胜,胜胜,5,3,2,3.0,1.0,ok,no,ok,no
2026-09-13,008,法甲,lg-ligue1,2.7,1.65,0.38,13.0,8.0,6.0,1.0,2.0,5.0,4.0,0.0,,,21.0,14.0,5.0,0.214,1.27,5.0,5.0,-3.0,4.0,,2-0（1-0）,主胜,胜胜,2,2,0,1.0,0.0,ok,ok,ok,ok
2026-09-13,009,德甲,lg-bundes,2.9,2.38,0.94,19.0,10.0,6.0,4.0,7.0,7.0,3.0,0.0,,,20.0,6.0,12.0,0.625,1.44,9.0,2.0,0.0,3.0,,5-0（2-0）,主胜,胜胜,5,5,0,2.0,0.0,ok,no,ok,no
2026-09-13,010,西甲,lg-laliga,3.2,2.46,2.63,,,,,3.0,5.0,,,2.0,3.0,29.0,0.0,12.0,-0.679,-0.16999999999999993,,,-2.0,,-1.0,2-4（0-2）,客胜,负负,6,2,4,0.0,2.0,ok,no,ok,no
2026-09-13,011,挪超,lg-nor,3.3,1.56,2.69,,,,,6.0,2.0,,,1.0,7.0,17.0,0.0,6.0,-0.636,-1.13,,,4.0,,-6.0,1-5（0-1）,客胜,负负,6,1,5,0.0,1.0,ok,no,ok,no
2026-09-13,012,法甲,lg-ligue1,2.8,2.49,1.24,,,,,3.0,9.0,,,2.0,6.0,28.0,0.0,4.0,0.0,1.2500000000000002,,,-6.0,,-4.0,2-2（2-1）,平,胜平,4,2,2,2.0,1.0,ok,no,no,no
2026-09-13,013,英超,lg-eng,3.1,0.95,0.99,,,,,6.0,7.0,1.0,2.0,5.0,1.0,21.0,1.0,11.0,-0.07,-0.040000000000000036,,,-1.0,-1.0,4.0,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,no,ok,no
2026-09-13,014,德甲,lg-bundes,3.4,0.94,2.42,,,,,3.0,9.0,2.0,4.0,2.0,1.0,18.0,43.0,1.0,,-1.48,,,-6.0,-2.0,1.0,1-2（0-1）,客胜,负负,3,1,2,0.0,1.0,ok,ok,ok,ok
2026-09-13,015,意甲,lg-sa,2.6,1.81,0.25,,,,,,,,,7.0,6.0,29.0,0.0,4.0,0.273,1.56,,,,,1.0,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,no,ok,no
2026-09-13,016,西甲,lg-laliga,2.6,0.7,0.88,8.0,3.0,,,,,1.0,2.0,6.0,2.0,33.0,0.0,8.0,0.5,-0.18000000000000005,5.0,,,-1.0,4.0,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,ok
2026-09-13,017,葡超,lg-prime,3.05,2.9,1.11,,,,,,,,,1.0,3.0,32.0,0.0,6.0,0.769,1.7899999999999998,,,,,-2.0,3-1（1-1）,主胜,平胜,4,3,1,1.0,1.0,ok,ok,ok,ok
2026-09-13,018,荷甲,lg-ered,3.3,3.71,2.26,,,,,9.0,5.0,4.0,4.0,6.0,1.0,18.0,24.0,9.0,0.8,1.4500000000000002,,,4.0,0.0,5.0,4-1（0-3）,主胜,负胜,5,4,1,0.0,3.0,ok,no,ok,no
2026-09-13,019,意甲,lg-sa,2.6,0.9,1.0,10.0,18.0,6.0,8.0,3.0,9.0,2.0,2.0,6.0,8.0,23.0,1.0,2.0,-0.538,-0.09999999999999998,-8.0,-2.0,-6.0,0.0,-2.0,3-2（0-0）,主胜,平胜,5,3,2,0.0,0.0,no,no,no,no
2026-09-13,020,法甲,lg-ligue1,2.9,1.31,1.16,16.0,15.0,5.0,7.0,3.0,2.0,3.0,2.0,2.0,0.0,18.0,6.0,7.0,-0.917,0.15000000000000013,1.0,-2.0,1.0,1.0,2.0,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,ok,no,ok,no
2026-09-13,021,西甲,lg-laliga,2.7,0.25,1.92,8.0,13.0,3.0,5.0,9.0,3.0,1.0,3.0,2.0,1.0,22.0,6.0,2.0,-0.444,-1.67,-5.0,-2.0,6.0,-2.0,1.0,0-3（0-0）,客胜,平负,3,0,3,0.0,0.0,ok,no,ok,ok
